model,userId,K,precision,recall,ndcg,num_relevant_test_items,num_recommendations
Content-Based,4330,5,0.0,0.0,0.0,8,80
Content-Based,4330,10,0.0,0.0,0.0,8,80
Content-Based,4330,20,0.0,0.0,0.0,8,80
Content-Based,4330,40,0.0,0.0,0.0,8,80
Content-Based,4330,80,0.0,0.0,0.0,8,80
Content-Based,1617,5,0.0,0.0,0.0,13,80
Content-Based,1617,10,0.1,0.07692307692307693,0.3333333333333333,13,80
Content-Based,1617,20,0.05,0.07692307692307693,0.3333333333333333,13,80
Content-Based,1617,40,0.025,0.07692307692307693,0.3333333333333333,13,80
Content-Based,1617,80,0.05,0.3076923076923077,0.32473684980813494,13,80
Content-Based,1098,5,0.0,0.0,0.0,5,80
Content-Based,1098,10,0.0,0.0,0.0,5,80
Content-Based,1098,20,0.0,0.0,0.0,5,80
Content-Based,1098,40,0.0,0.0,0.0,5,80
Content-Based,1098,80,0.0,0.0,0.0,5,80
Content-Based,3518,5,0.0,0.0,0.0,56,80
Content-Based,3518,10,0.0,0.0,0.0,56,80
Content-Based,3518,20,0.0,0.0,0.0,56,80
Content-Based,3518,40,0.0,0.0,0.0,56,80
Content-Based,3518,80,0.0125,0.017857142857142856,0.16730017881017412,56,80
Content-Based,3105,5,0.2,0.1,1.0,10,80
Content-Based,3105,10,0.3,0.3,0.7777061538487877,10,80
Content-Based,3105,20,0.15,0.3,0.7777061538487877,10,80
Content-Based,3105,40,0.075,0.3,0.7777061538487877,10,80
Content-Based,3105,80,0.0625,0.5,0.6769140428591592,10,80
Content-Based,4638,5,0.0,0.0,0.0,2,80
Content-Based,4638,10,0.0,0.0,0.0,2,80
Content-Based,4638,20,0.0,0.0,0.0,2,80
Content-Based,4638,40,0.0,0.0,0.0,2,80
Content-Based,4638,80,0.0,0.0,0.0,2,80
Content-Based,4573,5,0.0,0.0,0.0,21,80
Content-Based,4573,10,0.0,0.0,0.0,21,80
Content-Based,4573,20,0.0,0.0,0.0,21,80
Content-Based,4573,40,0.0,0.0,0.0,21,80
Content-Based,4573,80,0.0125,0.047619047619047616,0.18003132665669264,21,80
Content-Based,38,5,0.0,0.0,0.0,12,80
Content-Based,38,10,0.0,0.0,0.0,12,80
Content-Based,38,20,0.0,0.0,0.0,12,80
Content-Based,38,40,0.0,0.0,0.0,12,80
Content-Based,38,80,0.0,0.0,0.0,12,80
Content-Based,1499,5,0.2,0.05,1.0,20,80
Content-Based,1499,10,0.1,0.05,1.0,20,80
Content-Based,1499,20,0.05,0.05,1.0,20,80
Content-Based,1499,40,0.025,0.05,1.0,20,80
Content-Based,1499,80,0.05,0.2,0.5921861928258545,20,80
Content-Based,3649,5,0.0,0.0,0.0,6,80
Content-Based,3649,10,0.0,0.0,0.0,6,80
Content-Based,3649,20,0.0,0.0,0.0,6,80
Content-Based,3649,40,0.0,0.0,0.0,6,80
Content-Based,3649,80,0.0,0.0,0.0,6,80
Content-Based,1455,5,0.0,0.0,0.0,9,80
Content-Based,1455,10,0.0,0.0,0.0,9,80
Content-Based,1455,20,0.0,0.0,0.0,9,80
Content-Based,1455,40,0.0,0.0,0.0,9,80
Content-Based,1455,80,0.0125,0.1111111111111111,0.1605440854340214,9,80
Content-Based,2458,5,0.0,0.0,0.0,20,80
Content-Based,2458,10,0.0,0.0,0.0,20,80
Content-Based,2458,20,0.0,0.0,0.0,20,80
Content-Based,2458,40,0.0,0.0,0.0,20,80
Content-Based,2458,80,0.0125,0.05,0.17718382013555792,20,80
Content-Based,692,5,0.2,0.009708737864077669,0.5,103,80
Content-Based,692,10,0.2,0.019417475728155338,0.5109559939712153,103,80
Content-Based,692,20,0.1,0.019417475728155338,0.5109559939712153,103,80
Content-Based,692,40,0.075,0.02912621359223301,0.4948065796273464,103,80
Content-Based,692,80,0.05,0.038834951456310676,0.4822913864455542,103,80
Content-Based,2197,5,0.0,0.0,0.0,9,80
Content-Based,2197,10,0.0,0.0,0.0,9,80
Content-Based,2197,20,0.0,0.0,0.0,9,80
Content-Based,2197,40,0.0,0.0,0.0,9,80
Content-Based,2197,80,0.0,0.0,0.0,9,80
Content-Based,3494,5,0.0,0.0,0.0,6,80
Content-Based,3494,10,0.0,0.0,0.0,6,80
Content-Based,3494,20,0.0,0.0,0.0,6,80
Content-Based,3494,40,0.0,0.0,0.0,6,80
Content-Based,3494,80,0.0125,0.16666666666666666,0.18428883314870617,6,80
Content-Based,707,5,0.0,0.0,0.0,7,80
Content-Based,707,10,0.0,0.0,0.0,7,80
Content-Based,707,20,0.0,0.0,0.0,7,80
Content-Based,707,40,0.0,0.0,0.0,7,80
Content-Based,707,80,0.0,0.0,0.0,7,80
Content-Based,1221,5,0.0,0.0,0.0,38,80
Content-Based,1221,10,0.0,0.0,0.0,38,80
Content-Based,1221,20,0.0,0.0,0.0,38,80
Content-Based,1221,40,0.0,0.0,0.0,38,80
Content-Based,1221,80,0.0125,0.02631578947368421,0.17629143438888212,38,80
Content-Based,5963,5,0.0,0.0,0.0,18,80
Content-Based,5963,10,0.0,0.0,0.0,18,80
Content-Based,5963,20,0.0,0.0,0.0,18,80
Content-Based,5963,40,0.0,0.0,0.0,18,80
Content-Based,5963,80,0.0,0.0,0.0,18,80
Content-Based,2452,5,0.0,0.0,0.0,7,80
Content-Based,2452,10,0.0,0.0,0.0,7,80
Content-Based,2452,20,0.0,0.0,0.0,7,80
Content-Based,2452,40,0.05,0.2857142857142857,0.2354349199916173,7,80
Content-Based,2452,80,0.025,0.2857142857142857,0.2354349199916173,7,80
Content-Based,1407,5,0.0,0.0,0.0,23,80
Content-Based,1407,10,0.1,0.043478260869565216,0.3010299956639812,23,80
Content-Based,1407,20,0.1,0.08695652173913043,0.3415156411574981,23,80
Content-Based,1407,40,0.05,0.08695652173913043,0.3415156411574981,23,80
Content-Based,1407,80,0.025,0.08695652173913043,0.3415156411574981,23,80
Content-Based,4769,5,0.0,0.0,0.0,7,80
Content-Based,4769,10,0.0,0.0,0.0,7,80
Content-Based,4769,20,0.0,0.0,0.0,7,80
Content-Based,4769,40,0.025,0.14285714285714285,0.19342640361727081,7,80
Content-Based,4769,80,0.025,0.2857142857142857,0.22240087926641655,7,80
Content-Based,5208,5,0.2,0.09090909090909091,0.43067655807339306,11,80
Content-Based,5208,10,0.1,0.09090909090909091,0.43067655807339306,11,80
Content-Based,5208,20,0.1,0.18181818181818182,0.435101206640309,11,80
Content-Based,5208,40,0.05,0.18181818181818182,0.435101206640309,11,80
Content-Based,5208,80,0.025,0.18181818181818182,0.435101206640309,11,80
Content-Based,4603,5,0.2,0.125,0.43067655807339306,8,80
Content-Based,4603,10,0.1,0.125,0.43067655807339306,8,80
Content-Based,4603,20,0.05,0.125,0.43067655807339306,8,80
Content-Based,4603,40,0.05,0.25,0.40156259388658816,8,80
Content-Based,4603,80,0.0375,0.375,0.3844295809751798,8,80
Content-Based,1894,5,0.0,0.0,0.0,32,80
Content-Based,1894,10,0.0,0.0,0.0,32,80
Content-Based,1894,20,0.0,0.0,0.0,32,80
Content-Based,1894,40,0.0,0.0,0.0,32,80
Content-Based,1894,80,0.0,0.0,0.0,32,80
Content-Based,1515,5,0.0,0.0,0.0,5,80
Content-Based,1515,10,0.0,0.0,0.0,5,80
Content-Based,1515,20,0.0,0.0,0.0,5,80
Content-Based,1515,40,0.0,0.0,0.0,5,80
Content-Based,1515,80,0.0,0.0,0.0,5,80
Content-Based,4031,5,0.0,0.0,0.0,6,80
Content-Based,4031,10,0.0,0.0,0.0,6,80
Content-Based,4031,20,0.0,0.0,0.0,6,80
Content-Based,4031,40,0.0,0.0,0.0,6,80
Content-Based,4031,80,0.025,0.3333333333333333,0.19743614809269364,6,80
Content-Based,507,5,0.0,0.0,0.0,6,80
Content-Based,507,10,0.0,0.0,0.0,6,80
Content-Based,507,20,0.0,0.0,0.0,6,80
Content-Based,507,40,0.0,0.0,0.0,6,80
Content-Based,507,80,0.0125,0.16666666666666666,0.16155546744299637,6,80
Content-Based,3756,5,0.0,0.0,0.0,52,80
Content-Based,3756,10,0.0,0.0,0.0,52,80
Content-Based,3756,20,0.0,0.0,0.0,52,80
Content-Based,3756,40,0.0,0.0,0.0,52,80
Content-Based,3756,80,0.0,0.0,0.0,52,80
Content-Based,1567,5,0.0,0.0,0.0,9,80
Content-Based,1567,10,0.0,0.0,0.0,9,80
Content-Based,1567,20,0.0,0.0,0.0,9,80
Content-Based,1567,40,0.025,0.1111111111111111,0.18920035951687003,9,80
Content-Based,1567,80,0.0125,0.1111111111111111,0.18920035951687003,9,80
Content-Based,3343,5,0.0,0.0,0.0,6,80
Content-Based,3343,10,0.0,0.0,0.0,6,80
Content-Based,3343,20,0.0,0.0,0.0,6,80
Content-Based,3343,40,0.0,0.0,0.0,6,80
Content-Based,3343,80,0.0,0.0,0.0,6,80
Content-Based,94,5,0.0,0.0,0.0,4,80
Content-Based,94,10,0.0,0.0,0.0,4,80
Content-Based,94,20,0.0,0.0,0.0,4,80
Content-Based,94,40,0.0,0.0,0.0,4,80
Content-Based,94,80,0.0,0.0,0.0,4,80
Content-Based,4648,5,0.0,0.0,0.0,6,80
Content-Based,4648,10,0.0,0.0,0.0,6,80
Content-Based,4648,20,0.0,0.0,0.0,6,80
Content-Based,4648,40,0.0,0.0,0.0,6,80
Content-Based,4648,80,0.0,0.0,0.0,6,80
Content-Based,2121,5,0.0,0.0,0.0,23,80
Content-Based,2121,10,0.0,0.0,0.0,23,80
Content-Based,2121,20,0.0,0.0,0.0,23,80
Content-Based,2121,40,0.0,0.0,0.0,23,80
Content-Based,2121,80,0.0,0.0,0.0,23,80
Content-Based,2325,5,0.0,0.0,0.0,1,80
Content-Based,2325,10,0.0,0.0,0.0,1,80
Content-Based,2325,20,0.0,0.0,0.0,1,80
Content-Based,2325,40,0.0,0.0,0.0,1,80
Content-Based,2325,80,0.0,0.0,0.0,1,80
Content-Based,5398,5,0.0,0.0,0.0,2,80
Content-Based,5398,10,0.0,0.0,0.0,2,80
Content-Based,5398,20,0.0,0.0,0.0,2,80
Content-Based,5398,40,0.0,0.0,0.0,2,80
Content-Based,5398,80,0.0,0.0,0.0,2,80
Content-Based,3890,5,0.0,0.0,0.0,15,80
Content-Based,3890,10,0.0,0.0,0.0,15,80
Content-Based,3890,20,0.0,0.0,0.0,15,80
Content-Based,3890,40,0.0,0.0,0.0,15,80
Content-Based,3890,80,0.0,0.0,0.0,15,80
Content-Based,3026,5,0.0,0.0,0.0,23,80
Content-Based,3026,10,0.0,0.0,0.0,23,80
Content-Based,3026,20,0.05,0.043478260869565216,0.27023815442731974,23,80
Content-Based,3026,40,0.025,0.043478260869565216,0.27023815442731974,23,80
Content-Based,3026,80,0.0125,0.043478260869565216,0.27023815442731974,23,80
Content-Based,1739,5,0.0,0.0,0.0,8,80
Content-Based,1739,10,0.0,0.0,0.0,8,80
Content-Based,1739,20,0.0,0.0,0.0,8,80
Content-Based,1739,40,0.0,0.0,0.0,8,80
Content-Based,1739,80,0.0,0.0,0.0,8,80
Content-Based,2308,5,0.2,0.07692307692307693,0.5,13,80
Content-Based,2308,10,0.1,0.07692307692307693,0.5,13,80
Content-Based,2308,20,0.1,0.15384615384615385,0.4676164214719373,13,80
Content-Based,2308,40,0.05,0.15384615384615385,0.4676164214719373,13,80
Content-Based,2308,80,0.05,0.3076923076923077,0.4307996141332765,13,80
Content-Based,1700,5,0.0,0.0,0.0,1,80
Content-Based,1700,10,0.0,0.0,0.0,1,80
Content-Based,1700,20,0.0,0.0,0.0,1,80
Content-Based,1700,40,0.0,0.0,0.0,1,80
Content-Based,1700,80,0.0,0.0,0.0,1,80
Content-Based,5580,5,0.0,0.0,0.0,46,80
Content-Based,5580,10,0.0,0.0,0.0,46,80
Content-Based,5580,20,0.0,0.0,0.0,46,80
Content-Based,5580,40,0.0,0.0,0.0,46,80
Content-Based,5580,80,0.0,0.0,0.0,46,80
Content-Based,2382,5,0.0,0.0,0.0,7,80
Content-Based,2382,10,0.0,0.0,0.0,7,80
Content-Based,2382,20,0.0,0.0,0.0,7,80
Content-Based,2382,40,0.0,0.0,0.0,7,80
Content-Based,2382,80,0.0,0.0,0.0,7,80
Content-Based,3875,5,0.0,0.0,0.0,2,80
Content-Based,3875,10,0.0,0.0,0.0,2,80
Content-Based,3875,20,0.0,0.0,0.0,2,80
Content-Based,3875,40,0.0,0.0,0.0,2,80
Content-Based,3875,80,0.0125,0.5,0.15817959093978226,2,80
Content-Based,784,5,0.0,0.0,0.0,5,80
Content-Based,784,10,0.0,0.0,0.0,5,80
Content-Based,784,20,0.0,0.0,0.0,5,80
Content-Based,784,40,0.0,0.0,0.0,5,80
Content-Based,784,80,0.0,0.0,0.0,5,80
Content-Based,536,5,0.0,0.0,0.0,23,80
Content-Based,536,10,0.0,0.0,0.0,23,80
Content-Based,536,20,0.0,0.0,0.0,23,80
Content-Based,536,40,0.025,0.043478260869565216,0.2037950470905062,23,80
Content-Based,536,80,0.025,0.08695652173913043,0.22309245358272625,23,80
Content-Based,4148,5,0.0,0.0,0.0,13,80
Content-Based,4148,10,0.0,0.0,0.0,13,80
Content-Based,4148,20,0.0,0.0,0.0,13,80
Content-Based,4148,40,0.0,0.0,0.0,13,80
Content-Based,4148,80,0.0,0.0,0.0,13,80
Content-Based,1781,5,0.0,0.0,0.0,7,80
Content-Based,1781,10,0.0,0.0,0.0,7,80
Content-Based,1781,20,0.0,0.0,0.0,7,80
Content-Based,1781,40,0.0,0.0,0.0,7,80
Content-Based,1781,80,0.0125,0.14285714285714285,0.18208790046993825,7,80
Content-Based,5834,5,0.0,0.0,0.0,1,80
Content-Based,5834,10,0.0,0.0,0.0,1,80
Content-Based,5834,20,0.0,0.0,0.0,1,80
Content-Based,5834,40,0.0,0.0,0.0,1,80
Content-Based,5834,80,0.0,0.0,0.0,1,80
Content-Based,1195,5,0.0,0.0,0.0,10,80
Content-Based,1195,10,0.0,0.0,0.0,10,80
Content-Based,1195,20,0.0,0.0,0.0,10,80
Content-Based,1195,40,0.025,0.1,0.18665241123894338,10,80
Content-Based,1195,80,0.0375,0.3,0.2463438768229676,10,80
Content-Based,3608,5,0.0,0.0,0.0,12,80
Content-Based,3608,10,0.0,0.0,0.0,12,80
Content-Based,3608,20,0.0,0.0,0.0,12,80
Content-Based,3608,40,0.0,0.0,0.0,12,80
Content-Based,3608,80,0.0,0.0,0.0,12,80
Content-Based,5786,5,0.0,0.0,0.0,32,80
Content-Based,5786,10,0.0,0.0,0.0,32,80
Content-Based,5786,20,0.05,0.03125,0.23540891336663824,32,80
Content-Based,5786,40,0.025,0.03125,0.23540891336663824,32,80
Content-Based,5786,80,0.0125,0.03125,0.23540891336663824,32,80
Content-Based,1596,5,0.0,0.0,0.0,6,80
Content-Based,1596,10,0.0,0.0,0.0,6,80
Content-Based,1596,20,0.0,0.0,0.0,6,80
Content-Based,1596,40,0.0,0.0,0.0,6,80
Content-Based,1596,80,0.0,0.0,0.0,6,80
Content-Based,1738,5,0.0,0.0,0.0,8,80
Content-Based,1738,10,0.0,0.0,0.0,8,80
Content-Based,1738,20,0.0,0.0,0.0,8,80
Content-Based,1738,40,0.0,0.0,0.0,8,80
Content-Based,1738,80,0.0,0.0,0.0,8,80
Content-Based,1534,5,0.0,0.0,0.0,2,80
Content-Based,1534,10,0.0,0.0,0.0,2,80
Content-Based,1534,20,0.0,0.0,0.0,2,80
Content-Based,1534,40,0.0,0.0,0.0,2,80
Content-Based,1534,80,0.0,0.0,0.0,2,80
Content-Based,5524,5,0.0,0.0,0.0,28,80
Content-Based,5524,10,0.0,0.0,0.0,28,80
Content-Based,5524,20,0.0,0.0,0.0,28,80
Content-Based,5524,40,0.0,0.0,0.0,28,80
Content-Based,5524,80,0.0,0.0,0.0,28,80
Content-Based,4056,5,0.0,0.0,0.0,1,80
Content-Based,4056,10,0.0,0.0,0.0,1,80
Content-Based,4056,20,0.0,0.0,0.0,1,80
Content-Based,4056,40,0.0,0.0,0.0,1,80
Content-Based,4056,80,0.0,0.0,0.0,1,80
Content-Based,5412,5,0.0,0.0,0.0,46,80
Content-Based,5412,10,0.2,0.043478260869565216,0.4227898344066503,46,80
Content-Based,5412,20,0.1,0.043478260869565216,0.4227898344066503,46,80
Content-Based,5412,40,0.1,0.08695652173913043,0.4261292712077615,46,80
Content-Based,5412,80,0.0625,0.10869565217391304,0.42574139085392065,46,80
Content-Based,264,5,0.0,0.0,0.0,15,80
Content-Based,264,10,0.0,0.0,0.0,15,80
Content-Based,264,20,0.0,0.0,0.0,15,80
Content-Based,264,40,0.0,0.0,0.0,15,80
Content-Based,264,80,0.0,0.0,0.0,15,80
Content-Based,626,5,0.0,0.0,0.0,9,80
Content-Based,626,10,0.0,0.0,0.0,9,80
Content-Based,626,20,0.0,0.0,0.0,9,80
Content-Based,626,40,0.0,0.0,0.0,9,80
Content-Based,626,80,0.0375,0.3333333333333333,0.24868629361100636,9,80
Content-Based,3206,5,0.0,0.0,0.0,7,80
Content-Based,3206,10,0.0,0.0,0.0,7,80
Content-Based,3206,20,0.0,0.0,0.0,7,80
Content-Based,3206,40,0.0,0.0,0.0,7,80
Content-Based,3206,80,0.0,0.0,0.0,7,80
Content-Based,4907,5,0.0,0.0,0.0,24,80
Content-Based,4907,10,0.0,0.0,0.0,24,80
Content-Based,4907,20,0.0,0.0,0.0,24,80
Content-Based,4907,40,0.0,0.0,0.0,24,80
Content-Based,4907,80,0.0,0.0,0.0,24,80
Content-Based,178,5,0.0,0.0,0.0,16,80
Content-Based,178,10,0.0,0.0,0.0,16,80
Content-Based,178,20,0.05,0.0625,0.25,16,80
Content-Based,178,40,0.075,0.1875,0.310442282057431,16,80
Content-Based,178,80,0.0375,0.1875,0.310442282057431,16,80
Content-Based,1173,5,0.0,0.0,0.0,23,80
Content-Based,1173,10,0.0,0.0,0.0,23,80
Content-Based,1173,20,0.0,0.0,0.0,23,80
Content-Based,1173,40,0.0,0.0,0.0,23,80
Content-Based,1173,80,0.0125,0.043478260869565216,0.16370565544521565,23,80
Content-Based,2943,5,0.0,0.0,0.0,24,80
Content-Based,2943,10,0.0,0.0,0.0,24,80
Content-Based,2943,20,0.0,0.0,0.0,24,80
Content-Based,2943,40,0.025,0.041666666666666664,0.18920035951687003,24,80
Content-Based,2943,80,0.0375,0.125,0.24059271512604286,24,80
Content-Based,5171,5,0.0,0.0,0.0,6,80
Content-Based,5171,10,0.0,0.0,0.0,6,80
Content-Based,5171,20,0.0,0.0,0.0,6,80
Content-Based,5171,40,0.0,0.0,0.0,6,80
Content-Based,5171,80,0.0,0.0,0.0,6,80
Content-Based,2828,5,0.0,0.0,0.0,7,80
Content-Based,2828,10,0.0,0.0,0.0,7,80
Content-Based,2828,20,0.0,0.0,0.0,7,80
Content-Based,2828,40,0.0,0.0,0.0,7,80
Content-Based,2828,80,0.0125,0.14285714285714285,0.1605440854340214,7,80
Content-Based,157,5,0.0,0.0,0.0,49,80
Content-Based,157,10,0.1,0.02040816326530612,0.3010299956639812,49,80
Content-Based,157,20,0.05,0.02040816326530612,0.3010299956639812,49,80
Content-Based,157,40,0.025,0.02040816326530612,0.3010299956639812,49,80
Content-Based,157,80,0.025,0.04081632653061224,0.2830128520785363,49,80
Content-Based,3621,5,0.0,0.0,0.0,30,80
Content-Based,3621,10,0.0,0.0,0.0,30,80
Content-Based,3621,20,0.0,0.0,0.0,30,80
Content-Based,3621,40,0.0,0.0,0.0,30,80
Content-Based,3621,80,0.0,0.0,0.0,30,80
Content-Based,2144,5,0.0,0.0,0.0,10,80
Content-Based,2144,10,0.0,0.0,0.0,10,80
Content-Based,2144,20,0.0,0.0,0.0,10,80
Content-Based,2144,40,0.025,0.1,0.1949590218937863,10,80
Content-Based,2144,80,0.0375,0.3,0.25909575211171987,10,80
Content-Based,1544,5,0.0,0.0,0.0,23,80
Content-Based,1544,10,0.0,0.0,0.0,23,80
Content-Based,1544,20,0.0,0.0,0.0,23,80
Content-Based,1544,40,0.0,0.0,0.0,23,80
Content-Based,1544,80,0.0125,0.043478260869565216,0.1810425967800402,23,80
Content-Based,1774,5,0.0,0.0,0.0,2,80
Content-Based,1774,10,0.0,0.0,0.0,2,80
Content-Based,1774,20,0.0,0.0,0.0,2,80
Content-Based,1774,40,0.0,0.0,0.0,2,80
Content-Based,1774,80,0.0125,0.5,0.16730017881017412,2,80
Content-Based,32,5,0.0,0.0,0.0,6,80
Content-Based,32,10,0.0,0.0,0.0,6,80
Content-Based,32,20,0.0,0.0,0.0,6,80
Content-Based,32,40,0.0,0.0,0.0,6,80
Content-Based,32,80,0.0,0.0,0.0,6,80
Content-Based,1673,5,0.0,0.0,0.0,16,80
Content-Based,1673,10,0.0,0.0,0.0,16,80
Content-Based,1673,20,0.1,0.125,0.29187569497433197,16,80
Content-Based,1673,40,0.125,0.3125,0.3809883419150185,16,80
Content-Based,1673,80,0.075,0.375,0.39016834915704335,16,80
Content-Based,6033,5,0.0,0.0,0.0,3,80
Content-Based,6033,10,0.0,0.0,0.0,3,80
Content-Based,6033,20,0.0,0.0,0.0,3,80
Content-Based,6033,40,0.0,0.0,0.0,3,80
Content-Based,6033,80,0.0,0.0,0.0,3,80
Content-Based,5611,5,0.2,0.125,1.0,8,80
Content-Based,5611,10,0.1,0.125,1.0,8,80
Content-Based,5611,20,0.1,0.25,0.778842958530688,8,80
Content-Based,5611,40,0.05,0.25,0.778842958530688,8,80
Content-Based,5611,80,0.025,0.25,0.778842958530688,8,80
Content-Based,3767,5,0.0,0.0,0.0,3,80
Content-Based,3767,10,0.0,0.0,0.0,3,80
Content-Based,3767,20,0.0,0.0,0.0,3,80
Content-Based,3767,40,0.0,0.0,0.0,3,80
Content-Based,3767,80,0.0,0.0,0.0,3,80
Content-Based,5997,5,0.0,0.0,0.0,13,80
Content-Based,5997,10,0.0,0.0,0.0,13,80
Content-Based,5997,20,0.0,0.0,0.0,13,80
Content-Based,5997,40,0.0,0.0,0.0,13,80
Content-Based,5997,80,0.0,0.0,0.0,13,80
Content-Based,309,5,0.2,0.05,0.6309297535714575,20,80
Content-Based,309,10,0.1,0.05,0.6309297535714575,20,80
Content-Based,309,20,0.05,0.05,0.6309297535714575,20,80
Content-Based,309,40,0.075,0.15,0.4790949995937141,20,80
Content-Based,309,80,0.05,0.2,0.4673665966421221,20,80
Content-Based,811,5,0.0,0.0,0.0,11,80
Content-Based,811,10,0.0,0.0,0.0,11,80
Content-Based,811,20,0.0,0.0,0.0,11,80
Content-Based,811,40,0.0,0.0,0.0,11,80
Content-Based,811,80,0.0,0.0,0.0,11,80
Content-Based,4307,5,0.0,0.0,0.0,3,80
Content-Based,4307,10,0.0,0.0,0.0,3,80
Content-Based,4307,20,0.0,0.0,0.0,3,80
Content-Based,4307,40,0.0,0.0,0.0,3,80
Content-Based,4307,80,0.0,0.0,0.0,3,80
Content-Based,809,5,0.0,0.0,0.0,15,80
Content-Based,809,10,0.1,0.06666666666666667,0.31546487678572877,15,80
Content-Based,809,20,0.05,0.06666666666666667,0.31546487678572877,15,80
Content-Based,809,40,0.025,0.06666666666666667,0.31546487678572877,15,80
Content-Based,809,80,0.025,0.13333333333333333,0.30507308862696964,15,80
Content-Based,1184,5,0.2,0.03225806451612903,1.0,31,80
Content-Based,1184,10,0.1,0.03225806451612903,1.0,31,80
Content-Based,1184,20,0.05,0.03225806451612903,1.0,31,80
Content-Based,1184,40,0.025,0.03225806451612903,1.0,31,80
Content-Based,1184,80,0.05,0.12903225806451613,0.6002821856469203,31,80
Content-Based,2146,5,0.0,0.0,0.0,7,80
Content-Based,2146,10,0.0,0.0,0.0,7,80
Content-Based,2146,20,0.0,0.0,0.0,7,80
Content-Based,2146,40,0.0,0.0,0.0,7,80
Content-Based,2146,80,0.0,0.0,0.0,7,80
Content-Based,4386,5,0.0,0.0,0.0,100,80
Content-Based,4386,10,0.0,0.0,0.0,100,80
Content-Based,4386,20,0.05,0.01,0.2559580248098155,100,80
Content-Based,4386,40,0.05,0.02,0.2784901599751677,100,80
Content-Based,4386,80,0.025,0.02,0.2784901599751677,100,80
Content-Based,4835,5,0.0,0.0,0.0,12,80
Content-Based,4835,10,0.0,0.0,0.0,12,80
Content-Based,4835,20,0.0,0.0,0.0,12,80
Content-Based,4835,40,0.0,0.0,0.0,12,80
Content-Based,4835,80,0.0125,0.08333333333333333,0.1686130986895011,12,80
Content-Based,3200,5,0.0,0.0,0.0,15,80
Content-Based,3200,10,0.0,0.0,0.0,15,80
Content-Based,3200,20,0.0,0.0,0.0,15,80
Content-Based,3200,40,0.0,0.0,0.0,15,80
Content-Based,3200,80,0.0,0.0,0.0,15,80
Content-Based,2939,5,0.0,0.0,0.0,16,80
Content-Based,2939,10,0.0,0.0,0.0,16,80
Content-Based,2939,20,0.0,0.0,0.0,16,80
Content-Based,2939,40,0.0,0.0,0.0,16,80
Content-Based,2939,80,0.0125,0.0625,0.15909880786929415,16,80
Content-Based,5853,5,0.0,0.0,0.0,11,80
Content-Based,5853,10,0.0,0.0,0.0,11,80
Content-Based,5853,20,0.0,0.0,0.0,11,80
Content-Based,5853,40,0.0,0.0,0.0,11,80
Content-Based,5853,80,0.0,0.0,0.0,11,80
Content-Based,4865,5,0.0,0.0,0.0,24,80
Content-Based,4865,10,0.0,0.0,0.0,24,80
Content-Based,4865,20,0.0,0.0,0.0,24,80
Content-Based,4865,40,0.0,0.0,0.0,24,80
Content-Based,4865,80,0.0125,0.041666666666666664,0.17718382013555792,24,80
Content-Based,3408,5,0.0,0.0,0.0,13,80
Content-Based,3408,10,0.0,0.0,0.0,13,80
Content-Based,3408,20,0.0,0.0,0.0,13,80
Content-Based,3408,40,0.0,0.0,0.0,13,80
Content-Based,3408,80,0.0,0.0,0.0,13,80
Content-Based,5188,5,0.0,0.0,0.0,19,80
Content-Based,5188,10,0.0,0.0,0.0,19,80
Content-Based,5188,20,0.0,0.0,0.0,19,80
Content-Based,5188,40,0.0,0.0,0.0,19,80
Content-Based,5188,80,0.0,0.0,0.0,19,80
Content-Based,3355,5,0.0,0.0,0.0,6,80
Content-Based,3355,10,0.0,0.0,0.0,6,80
Content-Based,3355,20,0.0,0.0,0.0,6,80
Content-Based,3355,40,0.0,0.0,0.0,6,80
Content-Based,3355,80,0.0,0.0,0.0,6,80
Content-Based,4483,5,0.0,0.0,0.0,14,80
Content-Based,4483,10,0.0,0.0,0.0,14,80
Content-Based,4483,20,0.0,0.0,0.0,14,80
Content-Based,4483,40,0.0,0.0,0.0,14,80
Content-Based,4483,80,0.0,0.0,0.0,14,80
Content-Based,539,5,0.0,0.0,0.0,20,80
Content-Based,539,10,0.0,0.0,0.0,20,80
Content-Based,539,20,0.0,0.0,0.0,20,80
Content-Based,539,40,0.0,0.0,0.0,20,80
Content-Based,539,80,0.0,0.0,0.0,20,80
Content-Based,2624,5,0.0,0.0,0.0,57,80
Content-Based,2624,10,0.0,0.0,0.0,57,80
Content-Based,2624,20,0.0,0.0,0.0,57,80
Content-Based,2624,40,0.05,0.03508771929824561,0.25930841908641045,57,80
Content-Based,2624,80,0.0625,0.08771929824561403,0.30987987709638054,57,80
Content-Based,1087,5,0.0,0.0,0.0,45,80
Content-Based,1087,10,0.0,0.0,0.0,45,80
Content-Based,1087,20,0.0,0.0,0.0,45,80
Content-Based,1087,40,0.025,0.022222222222222223,0.19823986317056053,45,80
Content-Based,1087,80,0.025,0.044444444444444446,0.22336186373985203,45,80
Content-Based,4400,5,0.0,0.0,0.0,1,80
Content-Based,4400,10,0.0,0.0,0.0,1,80
Content-Based,4400,20,0.0,0.0,0.0,1,80
Content-Based,4400,40,0.0,0.0,0.0,1,80
Content-Based,4400,80,0.0,0.0,0.0,1,80
Content-Based,3754,5,0.0,0.0,0.0,38,80
Content-Based,3754,10,0.0,0.0,0.0,38,80
