model,userId,K,precision,recall,ndcg,num_relevant_test_items,num_recommendations
Collaborative Filtering,2096,40,0.125,0.23809523809523808,0.5446777092553939,21,80
Collaborative Filtering,2096,80,0.1,0.38095238095238093,0.5395539511246549,21,80
Collaborative Filtering,3129,5,0.6,0.06382978723404255,0.9469024295259745,47,80
Collaborative Filtering,3129,10,0.6,0.1276595744680851,0.9013071745310982,47,80
Collaborative Filtering,3129,20,0.5,0.2127659574468085,0.8725755585617898,47,80
Collaborative Filtering,3129,40,0.275,0.23404255319148937,0.8608085583551128,47,80
Collaborative Filtering,3129,80,0.2125,0.3617021276595745,0.8147970598977521,47,80
Collaborative Filtering,743,5,0.2,0.07142857142857142,1.0,14,80
Collaborative Filtering,743,10,0.1,0.07142857142857142,1.0,14,80
Collaborative Filtering,743,20,0.05,0.07142857142857142,1.0,14,80
Collaborative Filtering,743,40,0.025,0.07142857142857142,1.0,14,80
Collaborative Filtering,743,80,0.0375,0.21428571428571427,0.6248785191255117,14,80
Collaborative Filtering,297,5,0.2,0.06666666666666667,1.0,15,80
Collaborative Filtering,297,10,0.3,0.2,0.7844801364718914,15,80
Collaborative Filtering,297,20,0.25,0.3333333333333333,0.7255161740115476,15,80
Collaborative Filtering,297,40,0.15,0.4,0.7073012600680711,15,80
Collaborative Filtering,297,80,0.1125,0.6,0.6659804131641837,15,80
Collaborative Filtering,3697,5,0.4,0.13333333333333333,0.9197207891481876,15,80
Collaborative Filtering,3697,10,0.3,0.2,0.86034433104172,15,80
Collaborative Filtering,3697,20,0.2,0.26666666666666666,0.8245905193870853,15,80
Collaborative Filtering,3697,40,0.15,0.4,0.7651666461933495,15,80
Collaborative Filtering,3697,80,0.1,0.5333333333333333,0.7241155413937692,15,80
Collaborative Filtering,1143,5,0.0,0.0,0.0,11,80
Collaborative Filtering,1143,10,0.1,0.09090909090909091,0.3562071871080222,11,80
Collaborative Filtering,1143,20,0.1,0.18181818181818182,0.3841032025833937,11,80
Collaborative Filtering,1143,40,0.05,0.18181818181818182,0.3841032025833937,11,80
Collaborative Filtering,1143,80,0.025,0.18181818181818182,0.3841032025833937,11,80
Collaborative Filtering,409,5,0.8,0.08695652173913043,0.9828920819566879,46,80
Collaborative Filtering,409,10,0.7,0.15217391304347827,0.9409957666221129,46,80
Collaborative Filtering,409,20,0.4,0.17391304347826086,0.9265682570864058,46,80
Collaborative Filtering,409,40,0.375,0.32608695652173914,0.8678072098004326,46,80
Collaborative Filtering,409,80,0.2625,0.45652173913043476,0.8381569583990025,46,80
Collaborative Filtering,5287,5,0.0,0.0,0.0,22,80
Collaborative Filtering,5287,10,0.1,0.045454545454545456,0.3333333333333333,22,80
Collaborative Filtering,5287,20,0.05,0.045454545454545456,0.3333333333333333,22,80
Collaborative Filtering,5287,40,0.075,0.13636363636363635,0.3466103337504992,22,80
Collaborative Filtering,5287,80,0.075,0.2727272727272727,0.37355631646389204,22,80
Collaborative Filtering,3952,5,0.2,0.1111111111111111,0.43067655807339306,9,80
Collaborative Filtering,3952,10,0.1,0.1111111111111111,0.43067655807339306,9,80
Collaborative Filtering,3952,20,0.05,0.1111111111111111,0.43067655807339306,9,80
Collaborative Filtering,3952,40,0.05,0.2222222222222222,0.40156259388658816,9,80
Collaborative Filtering,3952,80,0.0375,0.3333333333333333,0.3871136517735146,9,80
Collaborative Filtering,1621,5,0.0,0.0,0.0,1,80
Collaborative Filtering,1621,10,0.0,0.0,0.0,1,80
Collaborative Filtering,1621,20,0.0,0.0,0.0,1,80
Collaborative Filtering,1621,40,0.0,0.0,0.0,1,80
Collaborative Filtering,1621,80,0.0,0.0,0.0,1,80
Collaborative Filtering,2055,5,0.2,0.038461538461538464,0.6309297535714575,26,80
Collaborative Filtering,2055,10,0.2,0.07692307692307693,0.5912352048230277,26,80
Collaborative Filtering,2055,20,0.1,0.07692307692307693,0.5912352048230277,26,80
Collaborative Filtering,2055,40,0.075,0.11538461538461539,0.545537903409057,26,80
Collaborative Filtering,2055,80,0.0875,0.2692307692307692,0.4988288100859312,26,80
Collaborative Filtering,5749,5,0.4,0.05128205128205128,0.5706417189553201,39,80
Collaborative Filtering,5749,10,0.3,0.07692307692307693,0.5723986829443736,39,80
Collaborative Filtering,5749,20,0.2,0.10256410256410256,0.5697807053037,39,80
Collaborative Filtering,5749,40,0.15,0.15384615384615385,0.5669736797668088,39,80
Collaborative Filtering,5749,80,0.1375,0.28205128205128205,0.5645091254286428,39,80
Collaborative Filtering,5830,5,0.0,0.0,0.0,10,80
Collaborative Filtering,5830,10,0.0,0.0,0.0,10,80
Collaborative Filtering,5830,20,0.0,0.0,0.0,10,80
Collaborative Filtering,5830,40,0.0,0.0,0.0,10,80
Collaborative Filtering,5830,80,0.025,0.2,0.21358739613830974,10,80
Collaborative Filtering,866,5,0.0,0.0,0.0,3,80
Collaborative Filtering,866,10,0.0,0.0,0.0,3,80
Collaborative Filtering,866,20,0.05,0.3333333333333333,0.24465054211822604,3,80
Collaborative Filtering,866,40,0.025,0.3333333333333333,0.24465054211822604,3,80
Collaborative Filtering,866,80,0.0125,0.3333333333333333,0.24465054211822604,3,80
Collaborative Filtering,806,5,0.4,0.15384615384615385,1.0,13,80
Collaborative Filtering,806,10,0.2,0.15384615384615385,1.0,13,80
Collaborative Filtering,806,20,0.1,0.15384615384615385,1.0,13,80
Collaborative Filtering,806,40,0.05,0.15384615384615385,1.0,13,80
Collaborative Filtering,806,80,0.025,0.15384615384615385,1.0,13,80
Collaborative Filtering,656,5,0.0,0.0,0.0,25,80
Collaborative Filtering,656,10,0.1,0.04,0.2890648263178879,25,80
Collaborative Filtering,656,20,0.1,0.08,0.3191081886500419,25,80
Collaborative Filtering,656,40,0.15,0.24,0.41770411422466086,25,80
Collaborative Filtering,656,80,0.1125,0.36,0.446584567670626,25,80
Collaborative Filtering,4820,5,0.0,0.0,0.0,6,80
Collaborative Filtering,4820,10,0.0,0.0,0.0,6,80
Collaborative Filtering,4820,20,0.0,0.0,0.0,6,80
Collaborative Filtering,4820,40,0.025,0.16666666666666666,0.1965616322328226,6,80
Collaborative Filtering,4820,80,0.025,0.3333333333333333,0.22916097492852885,6,80
Collaborative Filtering,2517,5,0.0,0.0,0.0,5,80
Collaborative Filtering,2517,10,0.0,0.0,0.0,5,80
Collaborative Filtering,2517,20,0.0,0.0,0.0,5,80
Collaborative Filtering,2517,40,0.0,0.0,0.0,5,80
Collaborative Filtering,2517,80,0.0,0.0,0.0,5,80
Collaborative Filtering,5672,5,0.0,0.0,0.0,3,80
Collaborative Filtering,5672,10,0.0,0.0,0.0,3,80
Collaborative Filtering,5672,20,0.0,0.0,0.0,3,80
Collaborative Filtering,5672,40,0.025,0.3333333333333333,0.19823986317056053,3,80
Collaborative Filtering,5672,80,0.0125,0.3333333333333333,0.19823986317056053,3,80
Collaborative Filtering,24,5,0.6,0.13636363636363635,0.8854598815714874,22,80
Collaborative Filtering,24,10,0.4,0.18181818181818182,0.854105797972385,22,80
Collaborative Filtering,24,20,0.3,0.2727272727272727,0.812726901096387,22,80
Collaborative Filtering,24,40,0.2,0.36363636363636365,0.777995914555984,22,80
Collaborative Filtering,24,80,0.1375,0.5,0.7430402963463166,22,80
Collaborative Filtering,1422,5,0.2,0.02857142857142857,0.43067655807339306,35,80
Collaborative Filtering,1422,10,0.4,0.11428571428571428,0.5216399767468448,35,80
Collaborative Filtering,1422,20,0.4,0.22857142857142856,0.5820825592672502,35,80
Collaborative Filtering,1422,40,0.275,0.3142857142857143,0.6120485349150305,35,80
Collaborative Filtering,1422,80,0.2,0.45714285714285713,0.6205635753013344,35,80
Collaborative Filtering,5656,5,0.0,0.0,0.0,1,80
Collaborative Filtering,5656,10,0.0,0.0,0.0,1,80
Collaborative Filtering,5656,20,0.0,0.0,0.0,1,80
Collaborative Filtering,5656,40,0.0,0.0,0.0,1,80
Collaborative Filtering,5656,80,0.0,0.0,0.0,1,80
Collaborative Filtering,5729,5,0.2,0.08333333333333333,0.38685280723454163,12,80
Collaborative Filtering,5729,10,0.1,0.08333333333333333,0.38685280723454163,12,80
Collaborative Filtering,5729,20,0.05,0.08333333333333333,0.38685280723454163,12,80
Collaborative Filtering,5729,40,0.025,0.08333333333333333,0.38685280723454163,12,80
Collaborative Filtering,5729,80,0.0125,0.08333333333333333,0.38685280723454163,12,80
Collaborative Filtering,2438,5,0.0,0.0,0.0,18,80
Collaborative Filtering,2438,10,0.1,0.05555555555555555,0.3010299956639812,18,80
Collaborative Filtering,2438,20,0.1,0.1111111111111111,0.3264445986455623,18,80
Collaborative Filtering,2438,40,0.1,0.2222222222222222,0.3757403552319144,18,80
Collaborative Filtering,2438,80,0.0625,0.2777777777777778,0.3885650335388787,18,80
Collaborative Filtering,4163,5,0.2,0.25,1.0,4,80
Collaborative Filtering,4163,10,0.1,0.25,1.0,4,80
Collaborative Filtering,4163,20,0.05,0.25,1.0,4,80
Collaborative Filtering,4163,40,0.025,0.25,1.0,4,80
Collaborative Filtering,4163,80,0.0125,0.25,1.0,4,80
Collaborative Filtering,1631,5,0.0,0.0,0.0,22,80
Collaborative Filtering,1631,10,0.1,0.045454545454545456,0.3333333333333333,22,80
Collaborative Filtering,1631,20,0.1,0.09090909090909091,0.36132234196641605,22,80
Collaborative Filtering,1631,40,0.1,0.18181818181818182,0.38920394310923634,22,80
Collaborative Filtering,1631,80,0.075,0.2727272727272727,0.4062107714529955,22,80
Collaborative Filtering,2519,5,0.0,0.0,0.0,6,80
Collaborative Filtering,2519,10,0.1,0.16666666666666666,0.2890648263178879,6,80
Collaborative Filtering,2519,20,0.05,0.16666666666666666,0.2890648263178879,6,80
Collaborative Filtering,2519,40,0.025,0.16666666666666666,0.2890648263178879,6,80
Collaborative Filtering,2519,80,0.0125,0.16666666666666666,0.2890648263178879,6,80
Collaborative Filtering,3588,5,0.4,0.05,0.5012658353418871,40,80
Collaborative Filtering,3588,10,0.5,0.125,0.5953592473115411,40,80
Collaborative Filtering,3588,20,0.25,0.125,0.5953592473115411,40,80
Collaborative Filtering,3588,40,0.2,0.2,0.5904551977241251,40,80
Collaborative Filtering,3588,80,0.15,0.3,0.5875313402377973,40,80
Collaborative Filtering,2859,5,0.0,0.0,0.0,28,80
Collaborative Filtering,2859,10,0.1,0.03571428571428571,0.31546487678572877,28,80
Collaborative Filtering,2859,20,0.25,0.17857142857142858,0.4593784037090848,28,80
Collaborative Filtering,2859,40,0.15,0.21428571428571427,0.4703828766662258,28,80
Collaborative Filtering,2859,80,0.1375,0.39285714285714285,0.49969417373301045,28,80
Collaborative Filtering,5387,5,0.2,0.013157894736842105,1.0,76,80
Collaborative Filtering,5387,10,0.6,0.07894736842105263,0.7852835896039292,76,80
Collaborative Filtering,5387,20,0.55,0.14473684210526316,0.7935272429051455,76,80
Collaborative Filtering,5387,40,0.4,0.21052631578947367,0.7925559776308256,76,80
Collaborative Filtering,5387,80,0.2875,0.3026315789473684,0.7832888348034686,76,80
Collaborative Filtering,5636,5,0.6,0.04411764705882353,1.0,68,80
Collaborative Filtering,5636,10,0.6,0.08823529411764706,0.9286241047843016,68,80
Collaborative Filtering,5636,20,0.5,0.14705882352941177,0.8904784098733484,68,80
Collaborative Filtering,5636,40,0.4,0.23529411764705882,0.8686198786302781,68,80
Collaborative Filtering,5636,80,0.2875,0.3382352941176471,0.8436677453931773,68,80
Collaborative Filtering,4492,5,0.0,0.0,0.0,3,80
Collaborative Filtering,4492,10,0.0,0.0,0.0,3,80
Collaborative Filtering,4492,20,0.05,0.3333333333333333,0.27894294565112987,3,80
Collaborative Filtering,4492,40,0.05,0.6666666666666666,0.2854784860417801,3,80
Collaborative Filtering,4492,80,0.025,0.6666666666666666,0.2854784860417801,3,80
Collaborative Filtering,4745,5,0.0,0.0,0.0,9,80
Collaborative Filtering,4745,10,0.0,0.0,0.0,9,80
Collaborative Filtering,4745,20,0.0,0.0,0.0,9,80
Collaborative Filtering,4745,40,0.075,0.3333333333333333,0.29332251686110594,9,80
Collaborative Filtering,4745,80,0.0625,0.5555555555555556,0.3253609109511284,9,80
Collaborative Filtering,2968,5,0.2,0.027777777777777776,1.0,36,80
Collaborative Filtering,2968,10,0.4,0.1111111111111111,0.7724080541825131,36,80
Collaborative Filtering,2968,20,0.3,0.16666666666666666,0.7530733022107959,36,80
Collaborative Filtering,2968,40,0.2,0.2222222222222222,0.739404564760913,36,80
Collaborative Filtering,2968,80,0.1375,0.3055555555555556,0.7156899919111585,36,80
Collaborative Filtering,255,5,0.4,0.05128205128205128,0.6240505200038379,39,80
Collaborative Filtering,255,10,0.3,0.07692307692307693,0.6256646589861505,39,80
Collaborative Filtering,255,20,0.15,0.07692307692307693,0.6256646589861505,39,80
Collaborative Filtering,255,40,0.175,0.1794871794871795,0.589323614397607,39,80
Collaborative Filtering,255,80,0.1375,0.28205128205128205,0.5839453443223197,39,80
Collaborative Filtering,2551,5,0.0,0.0,0.0,6,80
Collaborative Filtering,2551,10,0.0,0.0,0.0,6,80
Collaborative Filtering,2551,20,0.0,0.0,0.0,6,80
Collaborative Filtering,2551,40,0.0,0.0,0.0,6,80
Collaborative Filtering,2551,80,0.0,0.0,0.0,6,80
Collaborative Filtering,1194,5,0.2,0.01694915254237288,1.0,59,80
Collaborative Filtering,1194,10,0.2,0.03389830508474576,0.7903864795495061,59,80
Collaborative Filtering,1194,20,0.15,0.05084745762711865,0.7117715037169945,59,80
Collaborative Filtering,1194,40,0.175,0.11864406779661017,0.6330532839109555,59,80
Collaborative Filtering,1194,80,0.1375,0.1864406779661017,0.6199878269833908,59,80
Collaborative Filtering,222,5,0.0,0.0,0.0,12,80
Collaborative Filtering,222,10,0.1,0.08333333333333333,0.3562071871080222,12,80
Collaborative Filtering,222,20,0.1,0.16666666666666666,0.3580028106829147,12,80
Collaborative Filtering,222,40,0.125,0.4166666666666667,0.40905680435211156,12,80
Collaborative Filtering,222,80,0.0625,0.4166666666666667,0.40905680435211156,12,80
Collaborative Filtering,1742,5,0.0,0.0,0.0,6,80
Collaborative Filtering,1742,10,0.1,0.16666666666666666,0.2890648263178879,6,80
Collaborative Filtering,1742,20,0.1,0.3333333333333333,0.3242796274504579,6,80
Collaborative Filtering,1742,40,0.075,0.5,0.3492445354781892,6,80
Collaborative Filtering,1742,80,0.0375,0.5,0.3492445354781892,6,80
Collaborative Filtering,4251,5,0.4,0.2,0.5706417189553201,10,80
Collaborative Filtering,4251,10,0.3,0.3,0.5931729515195112,10,80
Collaborative Filtering,4251,20,0.25,0.5,0.5962564067267274,10,80
Collaborative Filtering,4251,40,0.15,0.6,0.594932152065727,10,80
Collaborative Filtering,4251,80,0.075,0.6,0.594932152065727,10,80
Collaborative Filtering,4223,5,0.0,0.0,0.0,12,80
Collaborative Filtering,4223,10,0.0,0.0,0.0,12,80
Collaborative Filtering,4223,20,0.0,0.0,0.0,12,80
Collaborative Filtering,4223,40,0.1,0.3333333333333333,0.31486253624356564,12,80
Collaborative Filtering,4223,80,0.0875,0.5833333333333334,0.3581339039809707,12,80
Collaborative Filtering,1162,5,0.2,0.05263157894736842,0.5,19,80
Collaborative Filtering,1162,10,0.3,0.15789473684210525,0.558226059985166,19,80
Collaborative Filtering,1162,20,0.2,0.21052631578947367,0.5732666489057593,19,80
Collaborative Filtering,1162,40,0.125,0.2631578947368421,0.5626786099546806,19,80
Collaborative Filtering,1162,80,0.0875,0.3684210526315789,0.5513832388158586,19,80
Collaborative Filtering,1401,5,0.2,0.1111111111111111,0.38685280723454163,9,80
Collaborative Filtering,1401,10,0.1,0.1111111111111111,0.38685280723454163,9,80
Collaborative Filtering,1401,20,0.1,0.2222222222222222,0.3904845109606608,9,80
Collaborative Filtering,1401,40,0.075,0.3333333333333333,0.38894361761667934,9,80
Collaborative Filtering,1401,80,0.05,0.4444444444444444,0.3927205140007221,9,80
Collaborative Filtering,4354,5,0.4,0.0273972602739726,0.9197207891481876,73,80
Collaborative Filtering,4354,10,0.4,0.0547945205479452,0.8421423592553552,73,80
Collaborative Filtering,4354,20,0.35,0.0958904109589041,0.8002753702585556,73,80
Collaborative Filtering,4354,40,0.35,0.1917808219178082,0.7702522313142421,73,80
Collaborative Filtering,4354,80,0.225,0.2465753424657534,0.7573485995332451,73,80
Collaborative Filtering,882,5,0.4,0.16666666666666666,0.8503449055347546,12,80
Collaborative Filtering,882,10,0.2,0.16666666666666666,0.8503449055347546,12,80
Collaborative Filtering,882,20,0.1,0.16666666666666666,0.8503449055347546,12,80
Collaborative Filtering,882,40,0.1,0.3333333333333333,0.6996085771801245,12,80
Collaborative Filtering,882,80,0.05,0.3333333333333333,0.6996085771801245,12,80
Collaborative Filtering,5336,5,0.0,0.0,0.0,2,80
Collaborative Filtering,5336,10,0.0,0.0,0.0,2,80
Collaborative Filtering,5336,20,0.05,0.5,0.27894294565112987,2,80
Collaborative Filtering,5336,40,0.025,0.5,0.27894294565112987,2,80
Collaborative Filtering,5336,80,0.0125,0.5,0.27894294565112987,2,80
Collaborative Filtering,4798,5,0.2,0.0625,0.6309297535714575,16,80
Collaborative Filtering,4798,10,0.2,0.125,0.5802792108518124,16,80
Collaborative Filtering,4798,20,0.1,0.125,0.5802792108518124,16,80
Collaborative Filtering,4798,40,0.1,0.25,0.5224664478220961,16,80
Collaborative Filtering,4798,80,0.0625,0.3125,0.5168131258873483,16,80
Collaborative Filtering,566,5,0.2,0.05263157894736842,1.0,19,80
Collaborative Filtering,566,10,0.2,0.10526315789473684,0.8315546295836225,19,80
Collaborative Filtering,566,20,0.1,0.10526315789473684,0.8315546295836225,19,80
Collaborative Filtering,566,40,0.075,0.15789473684210525,0.7294689314245649,19,80
Collaborative Filtering,566,80,0.0375,0.15789473684210525,0.7294689314245649,19,80
Collaborative Filtering,756,5,0.2,0.5,0.6309297535714575,2,80
Collaborative Filtering,756,10,0.1,0.5,0.6309297535714575,2,80
Collaborative Filtering,756,20,0.1,1.0,0.5368596003428795,2,80
Collaborative Filtering,756,40,0.05,1.0,0.5368596003428795,2,80
Collaborative Filtering,756,80,0.025,1.0,0.5368596003428795,2,80
Collaborative Filtering,2501,5,0.2,0.06666666666666667,1.0,15,80
Collaborative Filtering,2501,10,0.3,0.2,0.7737459235132745,15,80
Collaborative Filtering,2501,20,0.15,0.2,0.7737459235132745,15,80
Collaborative Filtering,2501,40,0.2,0.5333333333333333,0.6862202453309355,15,80
Collaborative Filtering,2501,80,0.1125,0.6,0.6807193270671734,15,80
Collaborative Filtering,3696,5,0.2,0.05263157894736842,0.5,19,80
Collaborative Filtering,3696,10,0.4,0.21052631578947367,0.5659840074535435,19,80
Collaborative Filtering,3696,20,0.3,0.3157894736842105,0.600583838872943,19,80
Collaborative Filtering,3696,40,0.175,0.3684210526315789,0.6000465244197034,19,80
Collaborative Filtering,3696,80,0.1125,0.47368421052631576,0.5893511684807008,19,80
Collaborative Filtering,1878,5,0.2,0.07692307692307693,0.38685280723454163,13,80
Collaborative Filtering,1878,10,0.1,0.07692307692307693,0.38685280723454163,13,80
Collaborative Filtering,1878,20,0.05,0.07692307692307693,0.38685280723454163,13,80
Collaborative Filtering,1878,40,0.025,0.07692307692307693,0.38685280723454163,13,80
Collaborative Filtering,1878,80,0.0375,0.23076923076923078,0.33891284285731976,13,80
Collaborative Filtering,80,5,0.0,0.0,0.0,4,80
Collaborative Filtering,80,10,0.0,0.0,0.0,4,80
Collaborative Filtering,80,20,0.05,0.25,0.26264953503719357,4,80
Collaborative Filtering,80,40,0.025,0.25,0.26264953503719357,4,80
Collaborative Filtering,80,80,0.0125,0.25,0.26264953503719357,4,80
Collaborative Filtering,2339,5,0.0,0.0,0.0,4,80
Collaborative Filtering,2339,10,0.0,0.0,0.0,4,80
Collaborative Filtering,2339,20,0.0,0.0,0.0,4,80
Collaborative Filtering,2339,40,0.025,0.25,0.1905514124267734,4,80
Collaborative Filtering,2339,80,0.0125,0.25,0.1905514124267734,4,80
Collaborative Filtering,5592,5,1.0,0.25,1.0,20,80
Collaborative Filtering,5592,10,0.7,0.35,0.9888009031441519,20,80
Collaborative Filtering,5592,20,0.45,0.45,0.9707722050261283,20,80
Collaborative Filtering,5592,40,0.3,0.6,0.9288189778465017,20,80
Collaborative Filtering,5592,80,0.175,0.7,0.9029723790010329,20,80
Collaborative Filtering,2805,5,0.0,0.0,0.0,15,80
Collaborative Filtering,2805,10,0.0,0.0,0.0,15,80
Collaborative Filtering,2805,20,0.05,0.06666666666666667,0.23981246656813146,15,80
Collaborative Filtering,2805,40,0.075,0.2,0.3024825988338201,15,80
Collaborative Filtering,2805,80,0.0375,0.2,0.3024825988338201,15,80
Collaborative Filtering,764,5,0.2,0.045454545454545456,1.0,22,80
Collaborative Filtering,764,10,0.2,0.09090909090909091,0.7903864795495061,22,80
Collaborative Filtering,764,20,0.1,0.09090909090909091,0.7903864795495061,22,80
Collaborative Filtering,764,40,0.1,0.18181818181818182,0.6601370521695406,22,80
Collaborative Filtering,764,80,0.0625,0.22727272727272727,0.627643993165285,22,80
Collaborative Filtering,1600,5,0.4,0.04878048780487805,0.9197207891481876,41,80
Collaborative Filtering,1600,10,0.2,0.04878048780487805,0.9197207891481876,41,80
Collaborative Filtering,1600,20,0.2,0.0975609756097561,0.7714022042712503,41,80
Collaborative Filtering,1600,40,0.175,0.17073170731707318,0.7137959494115578,41,80
Collaborative Filtering,1600,80,0.15,0.2926829268292683,0.6753559341727723,41,80
Collaborative Filtering,2290,5,0.0,0.0,0.0,7,80
Collaborative Filtering,2290,10,0.0,0.0,0.0,7,80
Collaborative Filtering,2290,20,0.0,0.0,0.0,7,80
Collaborative Filtering,2290,40,0.05,0.2857142857142857,0.23707484052715372,7,80
Collaborative Filtering,2290,80,0.05,0.5714285714285714,0.28225495193980465,7,80
Collaborative Filtering,5263,5,0.4,0.125,0.8503449055347546,16,80
Collaborative Filtering,5263,10,0.2,0.125,0.8503449055347546,16,80
Collaborative Filtering,5263,20,0.15,0.1875,0.7776375353925027,16,80
Collaborative Filtering,5263,40,0.075,0.1875,0.7776375353925027,16,80
Collaborative Filtering,5263,80,0.0875,0.4375,0.6469888962450457,16,80
Collaborative Filtering,5444,5,0.0,0.0,0.0,3,80
Collaborative Filtering,5444,10,0.0,0.0,0.0,3,80
Collaborative Filtering,5444,20,0.0,0.0,0.0,3,80
Collaborative Filtering,5444,40,0.0,0.0,0.0,3,80
Collaborative Filtering,5444,80,0.0,0.0,0.0,3,80
Collaborative Filtering,1885,5,0.2,0.14285714285714285,0.6309297535714575,7,80
Collaborative Filtering,1885,10,0.1,0.14285714285714285,0.6309297535714575,7,80
Collaborative Filtering,1885,20,0.1,0.2857142857142857,0.526448181099292,7,80
Collaborative Filtering,1885,40,0.05,0.2857142857142857,0.526448181099292,7,80
Collaborative Filtering,1885,80,0.025,0.2857142857142857,0.526448181099292,7,80
Collaborative Filtering,4735,5,0.2,0.06666666666666667,0.43067655807339306,15,80
Collaborative Filtering,4735,10,0.2,0.13333333333333333,0.44130740935663865,15,80
Collaborative Filtering,4735,20,0.15,0.2,0.4482317148920928,15,80
Collaborative Filtering,4735,40,0.1,0.26666666666666666,0.4489797337020149,15,80
Collaborative Filtering,4735,80,0.0625,0.3333333333333333,0.45113077464473667,15,80
Collaborative Filtering,2193,5,0.2,0.25,0.5,4,80
Collaborative Filtering,2193,10,0.1,0.25,0.5,4,80
Collaborative Filtering,2193,20,0.05,0.25,0.5,4,80
Collaborative Filtering,2193,40,0.05,0.5,0.4217850727186257,4,80
Collaborative Filtering,2193,80,0.025,0.5,0.4217850727186257,4,80
Collaborative Filtering,5128,5,0.0,0.0,0.0,12,80
Collaborative Filtering,5128,10,0.0,0.0,0.0,12,80
Collaborative Filtering,5128,20,0.05,0.08333333333333333,0.26264953503719357,12,80
Collaborative Filtering,5128,40,0.15,0.5,0.38940985325908367,12,80
Collaborative Filtering,5128,80,0.1,0.6666666666666666,0.4083966154914915,12,80
Collaborative Filtering,2301,5,0.0,0.0,0.0,8,80
Collaborative Filtering,2301,10,0.0,0.0,0.0,8,80
Collaborative Filtering,2301,20,0.0,0.0,0.0,8,80
Collaborative Filtering,2301,40,0.0,0.0,0.0,8,80
Collaborative Filtering,2301,80,0.0125,0.125,0.16730017881017412,8,80
Collaborative Filtering,168,5,0.0,0.0,0.0,4,80
Collaborative Filtering,168,10,0.0,0.0,0.0,4,80
Collaborative Filtering,168,20,0.05,0.25,0.2559580248098155,4,80
Collaborative Filtering,168,40,0.05,0.5,0.28589088012277714,4,80
Collaborative Filtering,168,80,0.0375,0.75,0.2979361662637648,4,80
Collaborative Filtering,3252,5,0.2,0.3333333333333333,1.0,3,80
Collaborative Filtering,3252,10,0.1,0.3333333333333333,1.0,3,80
Collaborative Filtering,3252,20,0.05,0.3333333333333333,1.0,3,80
Collaborative Filtering,3252,40,0.025,0.3333333333333333,1.0,3,80
Collaborative Filtering,3252,80,0.0125,0.3333333333333333,1.0,3,80
Collaborative Filtering,5253,5,0.0,0.0,0.0,15,80
Collaborative Filtering,5253,10,0.0,0.0,0.0,15,80
Collaborative Filtering,5253,20,0.1,0.13333333333333333,0.2889092425324043,15,80
Collaborative Filtering,5253,40,0.075,0.2,0.3248607365048838,15,80
Collaborative Filtering,5253,80,0.0375,0.2,0.3248607365048838,15,80
Collaborative Filtering,3453,5,0.6,0.13636363636363635,1.0,22,80
Collaborative Filtering,3453,10,0.4,0.18181818181818182,0.9447176050778178,22,80
Collaborative Filtering,3453,20,0.25,0.22727272727272727,0.9098461286945433,22,80
Collaborative Filtering,3453,40,0.175,0.3181818181818182,0.845476444457586,22,80
Collaborative Filtering,3453,80,0.125,0.45454545454545453,0.7924178073851119,22,80
Collaborative Filtering,1510,5,0.0,0.0,0.0,4,80
Collaborative Filtering,1510,10,0.0,0.0,0.0,4,80
Collaborative Filtering,1510,20,0.05,0.25,0.27894294565112987,4,80
Collaborative Filtering,1510,40,0.05,0.5,0.29857665068730616,4,80
Collaborative Filtering,1510,80,0.025,0.5,0.29857665068730616,4,80
Collaborative Filtering,4664,5,0.0,0.0,0.0,7,80
Collaborative Filtering,4664,10,0.1,0.14285714285714285,0.3010299956639812,7,80
Collaborative Filtering,4664,20,0.05,0.14285714285714285,0.3010299956639812,7,80
Collaborative Filtering,4664,40,0.025,0.14285714285714285,0.3010299956639812,7,80
Collaborative Filtering,4664,80,0.0125,0.14285714285714285,0.3010299956639812,7,80
Collaborative Filtering,3169,5,0.6,0.23076923076923078,0.9469024295259745,13,80
Collaborative Filtering,3169,10,0.6,0.46153846153846156,0.9103349017299519,13,80
Collaborative Filtering,3169,20,0.35,0.5384615384615384,0.8928438332901907,13,80
Collaborative Filtering,3169,40,0.225,0.6923076923076923,0.8574788029622836,13,80
Collaborative Filtering,3169,80,0.1125,0.6923076923076923,0.8574788029622836,13,80
Collaborative Filtering,229,5,0.6,0.15,1.0,20,80
Collaborative Filtering,229,10,0.4,0.2,0.9709286432396581,20,80
Collaborative Filtering,229,20,0.2,0.2,0.9709286432396581,20,80
Collaborative Filtering,229,40,0.1,0.2,0.9709286432396581,20,80
Collaborative Filtering,229,80,0.05,0.2,0.9709286432396581,20,80
Collaborative Filtering,531,5,0.8,0.06779661016949153,1.0,59,80
Collaborative Filtering,531,10,0.7,0.11864406779661017,0.9731203984025376,59,80
Collaborative Filtering,531,20,0.65,0.22033898305084745,0.9396606194257565,59,80
Collaborative Filtering,531,40,0.45,0.3050847457627119,0.9242689278500513,59,80
Collaborative Filtering,531,80,0.275,0.3728813559322034,0.9032063320805717,59,80
Collaborative Filtering,2379,5,0.0,0.0,0.0,4,80
Collaborative Filtering,2379,10,0.0,0.0,0.0,4,80
Collaborative Filtering,2379,20,0.0,0.0,0.0,4,80
Collaborative Filtering,2379,40,0.0,0.0,0.0,4,80
