model,userId,K,precision,recall,ndcg,num_relevant_test_items,num_recommendations
Clustering-TMDB,882,80,0.0125,0.08333333333333333,0.1781035935540111,12,80
Clustering-TMDB,5336,5,0.0,0.0,0.0,2,80
Clustering-TMDB,5336,10,0.0,0.0,0.0,2,80
Clustering-TMDB,5336,20,0.0,0.0,0.0,2,80
Clustering-TMDB,5336,40,0.0,0.0,0.0,2,80
Clustering-TMDB,5336,80,0.0,0.0,0.0,2,80
Clustering-TMDB,4798,5,0.0,0.0,0.0,16,80
Clustering-TMDB,4798,10,0.0,0.0,0.0,16,80
Clustering-TMDB,4798,20,0.0,0.0,0.0,16,80
Clustering-TMDB,4798,40,0.0,0.0,0.0,16,80
Clustering-TMDB,4798,80,0.0125,0.0625,0.16544255391905832,16,80
Clustering-TMDB,566,5,0.0,0.0,0.0,19,80
Clustering-TMDB,566,10,0.0,0.0,0.0,19,80
Clustering-TMDB,566,20,0.0,0.0,0.0,19,80
Clustering-TMDB,566,40,0.0,0.0,0.0,19,80
Clustering-TMDB,566,80,0.025,0.10526315789473684,0.21168239735490407,19,80
Clustering-TMDB,756,5,0.0,0.0,0.0,2,59
Clustering-TMDB,756,10,0.0,0.0,0.0,2,59
Clustering-TMDB,756,20,0.0,0.0,0.0,2,59
Clustering-TMDB,756,40,0.025,0.5,0.21274605355336318,2,59
Clustering-TMDB,756,80,0.0125,0.5,0.21274605355336318,2,59
Clustering-TMDB,2501,5,0.0,0.0,0.0,15,80
Clustering-TMDB,2501,10,0.0,0.0,0.0,15,80
Clustering-TMDB,2501,20,0.0,0.0,0.0,15,80
Clustering-TMDB,2501,40,0.0,0.0,0.0,15,80
Clustering-TMDB,2501,80,0.0,0.0,0.0,15,80
Clustering-TMDB,3696,5,0.2,0.05263157894736842,1.0,19,80
Clustering-TMDB,3696,10,0.1,0.05263157894736842,1.0,19,80
Clustering-TMDB,3696,20,0.1,0.10526315789473684,0.7700871371433883,19,80
Clustering-TMDB,3696,40,0.1,0.21052631578947367,0.6472473648795224,19,80
Clustering-TMDB,3696,80,0.05,0.21052631578947367,0.6472473648795224,19,80
Clustering-TMDB,1878,5,0.0,0.0,0.0,13,80
Clustering-TMDB,1878,10,0.0,0.0,0.0,13,80
Clustering-TMDB,1878,20,0.0,0.0,0.0,13,80
Clustering-TMDB,1878,40,0.0,0.0,0.0,13,80
Clustering-TMDB,1878,80,0.0125,0.07692307692307693,0.16104477175644444,13,80
Clustering-TMDB,80,5,0.0,0.0,0.0,4,80
Clustering-TMDB,80,10,0.0,0.0,0.0,4,80
Clustering-TMDB,80,20,0.0,0.0,0.0,4,80
Clustering-TMDB,80,40,0.0,0.0,0.0,4,80
Clustering-TMDB,80,80,0.0,0.0,0.0,4,80
Clustering-TMDB,2339,5,0.2,0.25,1.0,4,15
Clustering-TMDB,2339,10,0.1,0.25,1.0,4,15
Clustering-TMDB,2339,20,0.05,0.25,1.0,4,15
Clustering-TMDB,2339,40,0.025,0.25,1.0,4,15
Clustering-TMDB,2339,80,0.0125,0.25,1.0,4,15
Clustering-TMDB,5592,5,0.0,0.0,0.0,20,80
Clustering-TMDB,5592,10,0.0,0.0,0.0,20,80
Clustering-TMDB,5592,20,0.0,0.0,0.0,20,80
Clustering-TMDB,5592,40,0.025,0.05,0.18790182470910757,20,80
Clustering-TMDB,5592,80,0.025,0.1,0.21593442261995477,20,80
Clustering-TMDB,2805,5,0.0,0.0,0.0,15,80
Clustering-TMDB,2805,10,0.0,0.0,0.0,15,80
Clustering-TMDB,2805,20,0.0,0.0,0.0,15,80
Clustering-TMDB,2805,40,0.0,0.0,0.0,15,80
Clustering-TMDB,2805,80,0.0,0.0,0.0,15,80
Clustering-TMDB,764,5,0.0,0.0,0.0,22,80
Clustering-TMDB,764,10,0.0,0.0,0.0,22,80
Clustering-TMDB,764,20,0.0,0.0,0.0,22,80
Clustering-TMDB,764,40,0.025,0.045454545454545456,0.21533827903669653,22,80
Clustering-TMDB,764,80,0.0375,0.13636363636363635,0.25980554431795444,22,80
Clustering-TMDB,1600,5,0.0,0.0,0.0,41,80
Clustering-TMDB,1600,10,0.0,0.0,0.0,41,80
Clustering-TMDB,1600,20,0.05,0.024390243902439025,0.227670248696953,41,80
Clustering-TMDB,1600,40,0.05,0.04878048780487805,0.2770898451787478,41,80
Clustering-TMDB,1600,80,0.05,0.0975609756097561,0.30252288068374805,41,80
Clustering-TMDB,2290,5,0.0,0.0,0.0,7,80
Clustering-TMDB,2290,10,0.0,0.0,0.0,7,80
Clustering-TMDB,2290,20,0.0,0.0,0.0,7,80
Clustering-TMDB,2290,40,0.0,0.0,0.0,7,80
Clustering-TMDB,2290,80,0.0125,0.14285714285714285,0.16207652439312228,7,80
Clustering-TMDB,5263,5,0.0,0.0,0.0,16,80
Clustering-TMDB,5263,10,0.0,0.0,0.0,16,80
Clustering-TMDB,5263,20,0.0,0.0,0.0,16,80
Clustering-TMDB,5263,40,0.05,0.125,0.2394017629971103,16,80
Clustering-TMDB,5263,80,0.025,0.125,0.2394017629971103,16,80
Clustering-TMDB,5444,5,0.0,0.0,0.0,3,80
Clustering-TMDB,5444,10,0.0,0.0,0.0,3,80
Clustering-TMDB,5444,20,0.0,0.0,0.0,3,80
Clustering-TMDB,5444,40,0.0,0.0,0.0,3,80
Clustering-TMDB,5444,80,0.0,0.0,0.0,3,80
Clustering-TMDB,1885,5,0.0,0.0,0.0,7,80
Clustering-TMDB,1885,10,0.0,0.0,0.0,7,80
Clustering-TMDB,1885,20,0.05,0.14285714285714285,0.25,7,80
Clustering-TMDB,1885,40,0.025,0.14285714285714285,0.25,7,80
Clustering-TMDB,1885,80,0.0125,0.14285714285714285,0.25,7,80
Clustering-TMDB,4735,5,0.0,0.0,0.0,15,80
Clustering-TMDB,4735,10,0.0,0.0,0.0,15,80
Clustering-TMDB,4735,20,0.0,0.0,0.0,15,80
Clustering-TMDB,4735,40,0.05,0.13333333333333333,0.23304425835871012,15,80
Clustering-TMDB,4735,80,0.025,0.13333333333333333,0.23304425835871012,15,80
Clustering-TMDB,2193,5,0.0,0.0,0.0,4,80
Clustering-TMDB,2193,10,0.0,0.0,0.0,4,80
Clustering-TMDB,2193,20,0.0,0.0,0.0,4,80
Clustering-TMDB,2193,40,0.025,0.25,0.2,4,80
Clustering-TMDB,2193,80,0.0125,0.25,0.2,4,80
Clustering-TMDB,5128,5,0.0,0.0,0.0,12,80
Clustering-TMDB,5128,10,0.0,0.0,0.0,12,80
Clustering-TMDB,5128,20,0.05,0.08333333333333333,0.24465054211822604,12,80
Clustering-TMDB,5128,40,0.075,0.25,0.31838746631229187,12,80
Clustering-TMDB,5128,80,0.0375,0.25,0.31838746631229187,12,80
Clustering-TMDB,2301,5,0.0,0.0,0.0,8,80
Clustering-TMDB,2301,10,0.0,0.0,0.0,8,80
Clustering-TMDB,2301,20,0.0,0.0,0.0,8,80
Clustering-TMDB,2301,40,0.0,0.0,0.0,8,80
Clustering-TMDB,2301,80,0.0,0.0,0.0,8,80
Clustering-TMDB,168,5,0.0,0.0,0.0,4,80
Clustering-TMDB,168,10,0.0,0.0,0.0,4,80
Clustering-TMDB,168,20,0.0,0.0,0.0,4,80
Clustering-TMDB,168,40,0.0,0.0,0.0,4,80
Clustering-TMDB,168,80,0.0,0.0,0.0,4,80
Clustering-TMDB,3252,5,0.0,0.0,0.0,3,80
Clustering-TMDB,3252,10,0.0,0.0,0.0,3,80
Clustering-TMDB,3252,20,0.05,0.3333333333333333,0.2559580248098155,3,80
Clustering-TMDB,3252,40,0.025,0.3333333333333333,0.2559580248098155,3,80
Clustering-TMDB,3252,80,0.0125,0.3333333333333333,0.2559580248098155,3,80
